店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
浪芳庵 大阪国際空港(伊丹空港)店,大阪空港駅 171m,和菓子、どら焼き,,3.2,73,2297,-,-,大阪府豊中市蛍池西町3-555 大阪国際空港 南ターミナルビル 2F
みつか坊主,蛍池駅 96m,ラーメン、つけ麺,,3.46,144,4661,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市蛍池東町1-6-5 空港センタービル 2F
カレーハウス CoCo壱番屋 豊中インター店,豊中市,カレー,,3.03,23,77,"￥1,000～￥1,999",～￥999,大阪府豊中市庄内宝町2-6-40
京屋 小曽根店,服部天神駅 815m,和菓子,,3,2,25,-,-,大阪府豊中市小曽根1-10-43
CADENCE,岡町駅 426m,ハンバーガー,,3.31,34,1056,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市岡町北3-6-16 西岡町マンション 1F
81CURRY,服部天神駅 265m,カレー,,3.03,2,71,-,-,大阪府豊中市服部南町1-5-11
クックデリ御膳 服部元町店,服部天神駅 77m,惣菜・デリ,,3,1,2,-,-,大阪府豊中市服部元町1-9-18
二葉すし,蛍池駅 246m,寿司,,3.26,45,1067,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府豊中市螢池中町1-3-16
Bowl me,服部天神駅 724m,スイーツ,,,8,,-,-,大阪府豊中市服部豊町2-22-15
魚匠 はち六,服部天神駅 312m,海鮮、居酒屋,,3.08,9,454,"￥3,000～￥3,999",-,大阪府豊中市服部西町2-5-25
ミツヤ,岡町駅 865m,バー,,,1,12,-,-,大阪府豊中市中桜塚4-14-14
サイゼリヤ 阪急岡町駅,岡町駅 288m,ファミレス、イタリアン、パスタ,,3.04,28,145,～￥999,～￥999,大阪府豊中市岡町3-25
らーめん風土記,千里中央駅 35m,ラーメン、つけ麺,,3.29,122,942,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-5-3 千里朝日阪急ビル 2F
さくらコッペ,岡町駅 198m,パン,,3,1,6,-,-,大阪府豊中市中桜塚2-27-8
ファミリーマート 豊中夕日丘店,豊中市,コンビニ・スーパー,,3.02,1,2,-,-,大阪府豊中市夕日丘3-6-30
鮨 春之助,服部天神駅 359m,寿司,,3.05,4,103,"￥6,000～￥7,999",-,大阪府豊中市服部本町4-2-17
北海屋,千里中央駅 384m,ラーメン、ちゃんぽん、餃子,,3.49,333,5417,"￥1,000～￥1,999",～￥999,大阪府豊中市新千里東町1-3 せんちゅうパル 3F
鉄板焼きれすとらん 中はら,千里中央駅 670m,ステーキ、鉄板焼き,,3.18,19,781,-,"￥1,000～￥1,999",大阪府豊中市上新田2-15-5千里サンハイツ205
ナガサキの鐘 豊中店,豊中市,中華料理、ちゃんぽん、飲茶・点心,,3.43,206,2711,～￥999,"￥1,000～￥1,999",大阪府豊中市小曽根4-2-8
なきじん,曽根駅 616m,沖縄料理、弁当,,,2,15,-,～￥999,大阪府豊中市曽根南町3-2-33
Saloon Bar 琥珀,豊中駅 97m,バー,,3.07,11,531,"￥3,000～￥3,999",-,大阪府豊中市玉井町1-3-26 2F
お好み焼き 味幸,庄内駅 740m,お好み焼き、焼きそば,,3.08,15,270,-,～￥999,大阪府豊中市豊南町西3-12-12
丸源ラーメン 豊中千里店,少路（大阪モノレール）駅 914m,ラーメン、つけ麺,,3.12,196,954,～￥999,～￥999,大阪府豊中市東豊中町2-7-1
さくらんぼ,蛍池駅 553m,喫茶店,,3.02,1,12,-,-,大阪府豊中市蛍池南町3-8-16
やすらぎ,庄内駅 271m,居酒屋,,,7,,-,-,大阪府豊中市庄内東町5-1-22
レストランムース,岡町駅 376m,ダイニングバー、居酒屋、洋食,,3.03,5,88,"￥3,000～￥3,999",-,大阪府豊中市中桜塚2-25-12 ループトーワビル
カフェプラグ,岡町駅 441m,カフェ,,3.16,24,188,-,～￥999,大阪府豊中市中桜塚2-20-10 サンリッチ豊中ビル 1F
マクドナルド 緑地北店,緑地公園駅 257m,ハンバーガー,,3.03,28,157,～￥999,～￥999,大阪府豊中市寺内2-3-16
吉秀榮壽堂,庄内駅 75m,和菓子,,3.01,1,10,-,-,大阪府豊中市庄内東町1-7-19
bb.q オリーブチキンカフェ 千里中央店,千里中央駅 137m,鳥料理、韓国料理,,3.26,61,463,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル
炭焼やきとり 鳥屋,庄内駅 726m,焼き鳥,,3.03,3,62,-,-,大阪府豊中市豊南町西3-20-22
キリヤ,豊中駅 132m,洋菓子,,3.2,24,448,-,-,大阪府豊中市本町1-11-5
響＆のんちゃん,庄内駅 742m,喫茶店,,,6,,-,-,大阪府豊中市庄内栄町1-7-2
Hoppe Thai Kitchen,緑地公園駅 108m,タイ料理,,3.29,39,1203,-,"￥1,000～￥1,999",大阪府豊中市東寺内町13-23 ラ・メゾン 2F
いか焼のいか太郎,庄内駅 101m,お好み焼き,,3.09,8,92,-,-,大阪府豊中市庄内東町2-1-23
FRESCO 熊野店,豊中市,コンビニ・スーパー,,3,2,6,-,-,大阪府豊中市熊野町4-23-2
鶏白湯そば 鴛鴦,庄内駅 118m,ラーメン,,3.16,42,934,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市庄内東町4-2-28
ボンシンタニ,岡町駅 209m,ケーキ,,3.23,34,2060,-,-,大阪府豊中市中桜塚2-27-8 １Ｆ
イタリアン食堂 bis fare,服部天神駅 745m,イタリアン,,3.18,24,479,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市北条町1-22-7 サンワード緑地 1F
ベーカリープラザ・80,服部天神駅 965m,パン,,3.06,9,114,-,-,大阪府豊中市小曽根1-24-9
ヒラオカ食堂,服部天神駅 297m,ダイニングバー,,3.04,3,129,"￥1,000～￥1,999",-,大阪府豊中市服部西町2-4-4
ベル・ヴィル 千里中央店,千里中央駅 257m,パンケーキ、カフェ,,3.2,88,1384,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル 2F
阪急OASIS 豊中駅前店,豊中駅 58m,コンビニ・スーパー,,3,2,4,-,-,大阪府豊中市玉井町1-1-1-200
シャトレーゼ イオンタウン豊中緑丘店,少路（大阪モノレール）駅 980m,ケーキ、スイーツ,,3.01,9,36,-,-,大阪府豊中市緑丘4-1
豊中牧場,豊中駅 130m,ホルモン、焼肉,,3.08,20,546,"￥3,000～￥3,999",-,大阪府豊中市本町1-12-1 木村ビル １F
ホリーズカフェ エディオン豊中店,三国駅 596m,カフェ,,3.01,11,33,-,-,大阪府豊中市日出町2-2-18
ヤキトリトオデン,庄内駅 120m,焼き鳥、おでん,,,10,,-,-,大阪府豊中市庄内東町4-2-28
コンセルボ 岡町店,岡町駅 43m,パン、サンドイッチ,,3.03,30,111,～￥999,-,大阪府豊中市中桜塚1丁目1-1 阪急岡町駅構内
大阪大学 生協3階 カフェテリア食堂,柴原阪大前駅 691m,学生食堂,,3.03,4,58,-,～￥999,大阪府豊中市待兼山町1-9 大阪大学生協福利会館 3F
ビリキーニ,桃山台駅 548m,イタリアン,,3.17,13,863,"￥6,000～￥7,999","￥2,000～￥2,999",大阪府豊中市新千里南町3-1-18
こまめ,曽根駅 775m,洋食、ハンバーグ、パスタ,,3.07,12,215,-,-,大阪府豊中市南桜塚3-15-24 エルム曽根 1F
五色うどん,豊中市,うどん,,3.31,78,697,～￥999,～￥999,大阪府豊中市庄内栄町3-24-1 夢の公衆浴場　五色
貴船寿司,服部天神駅 726m,寿司,,3.03,5,166,-,-,大阪府豊中市浜1-26-10
あほや 豊中緑丘店,少路（大阪モノレール）駅 711m,たこ焼き,,3.03,10,86,-,～￥999,大阪府豊中市向丘2-10-10
サンディ 庄内南店,庄内駅 902m,コンビニ・スーパー,,,1,6,-,-,大阪府豊中市大黒町1-2-3
ア・ビアント 本店,桃山台駅 554m,パン、サンドイッチ、洋菓子,,3.53,140,5809,-,～￥999,大阪府豊中市新千里南町3-1-14 ナカニシビル　１Ｆ
ぎょうざの満洲 豊中駅前店,豊中駅 82m,餃子,,3.05,40,439,～￥999,-,大阪府豊中市玉井町1-3-2
オステリア・カポ・エジリオ,少路（大阪モノレール）駅 260m,イタリアン,,3.31,39,2133,"￥5,000～￥5,999","￥3,000～￥3,999",大阪府豊中市緑丘1-27-10 1F
シッキム,庄内駅 242m,カフェ,,,4,68,"￥10,000～￥14,999",-,大阪府豊中市庄内西町2-17-2
高橋商店,庄内駅 75m,その他,,3.01,1,9,-,-,大阪府豊中市庄内東町1-7-19
ローソンストア100 庄内栄町店,庄内駅 671m,コンビニ・スーパー,,3,1,5,-,-,大阪府豊中市庄内栄町3-3-17 井原ビル 1F
ワンカヨ,岡町駅 374m,ペルー料理、中南米料理,,3.27,44,1288,～￥999,～￥999,大阪府豊中市中桜塚2-25-12 2F
酒蔵,岡町駅 582m,居酒屋,,,15,,-,-,大阪府豊中市宝山町2-34
カフェスタイル居酒屋 朝寝坊,服部天神駅 82m,洋食,,3.01,1,15,-,-,大阪府豊中市服部元町1-2-9
NOIRE,蛍池駅 111m,カフェ,,3.09,19,262,-,"￥1,000～￥1,999",大阪府豊中市蛍池中町2-3-1 ルシオーレ 1F
一二三,三国駅 436m,お好み焼き,,3.02,3,62,-,-,大阪府豊中市三国2丁目2-9
居酒屋 より道,三国駅 460m,居酒屋、串揚げ、麺類,,3.03,7,61,"￥1,000～￥1,999",-,大阪府豊中市神州町1-16 神州温泉 あるごの湯
塩井,服部天神駅 123m,日本料理,,3.05,6,192,"￥4,000～￥4,999",-,大阪府豊中市服部元町1-2-16
かさねや 豊中店,豊中市,とんかつ,,,6,,-,-,大阪府豊中市夕日丘2-17-17
楼蘭,岡町駅 551m,中華料理,,3.06,9,114,-,-,大阪府豊中市南桜塚1-1-6
美酒立呑処 かもしか,蛍池駅 75m,日本酒バー、立ち飲み、居酒屋,,3.01,3,269,"￥1,000～￥1,999",-,大阪府豊中市蛍池中町2-3-1 ルシオ-レ南館 1F
創作割烹 たかの,豊中市,創作料理,,3.55,49,2882,"￥8,000～￥9,999","￥3,000～￥3,999",大阪府豊中市上野東2-2-47 スタイルビル102
カフェスイーツ ムッシュ マキノ,少路（大阪モノレール）駅 367m,ケーキ、カフェ,,3.48,177,4595,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市少路2-10-27
トトロの台所,桜井駅 950m,居酒屋,,,20,,-,-,大阪府豊中市春日町2-3-14
アレサ,曽根駅 355m,その他,,3.01,1,36,-,-,大阪府豊中市曽根南町1-22-3 ハーツアベニュー　２Ｆ
キママヤ,豊中市,喫茶店,,3.02,1,17,～￥999,～￥999,大阪府豊中市中桜塚5-11-1
コーヒーハウスぽえむ 豊中本町店,豊中駅 278m,喫茶店,,3.09,25,442,～￥999,～￥999,大阪府豊中市本町3-15-27
おうちごはん とと。,庄内駅 134m,居酒屋,,,6,,-,-,大阪府豊中市庄内東町2-2-4 2F
ドミノ・ピザ 豊中小曽根店,豊中市,イタリアン、ピザ、パスタ,,3.01,5,26,-,-,大阪府豊中市小曽根4-2-5 HAPPINESS743 1F
眞瀬別邸,豊中市,焼肉、鉄板焼き,,3.28,38,1009,"￥10,000～￥14,999",-,大阪府豊中市西緑丘3-26-23
Platt Torte,曽根駅 56m,ケーキ、洋菓子,,3,2,8,-,-,大阪府豊中市曽根東町1-8-2
道頓堀 今井 伊丹空港ゲート店,大阪空港駅 195m,うどん、親子丼,,3.36,350,1984,-,～￥999,大阪府豊中市蛍池西町3-555
讃岐製麺 豊中夕日丘店,豊中市,うどん、天丼,,3.06,34,185,～￥999,～￥999,大阪府豊中市夕日丘1-2-17
焼鳥ビアスタンド 伍介,庄内駅 265m,焼き鳥、立ち飲み,,3.04,2,345,-,-,大阪府豊中市庄内西町2-28-10
ブロシェット,豊中市,串揚げ,,3.51,40,3549,"￥10,000～￥14,999",-,大阪府豊中市夕日丘3-11-17
金子厨房店,岡町駅 349m,カフェ,,3,3,106,-,-,大阪府豊中市中桜塚1-11-10 古民家nokisaki+
ホテルＡ．Ｐ,大阪空港駅 167m,ホテル,,3,3,19,-,-,大阪府豊中市蛍池西町2-12-27
ティッキー,桃山台駅 677m,喫茶店,,,1,22,-,-,大阪府豊中市上新田4-25-3
割烹 うを浅,岡町駅 123m,日本料理、寿司,,,7,,"￥5,000～￥5,999","￥5,000～￥5,999",大阪府豊中市岡町8-11
庄内マグナム,庄内駅 152m,ハンバーガー,,3,2,21,-,-,大阪府豊中市庄内東町2-2-9
あほや 桃山台店,桃山台駅 579m,たこ焼き,,3.01,7,65,-,-,大阪府豊中市新千里南町2-5-16
ほっかほっか亭 服部店,服部天神駅 182m,弁当,,3,1,17,-,-,大阪府豊中市服部本町2-2-3 申ビル 1F
KALDI COFFEE FARM 豊中緑丘店,少路（大阪モノレール）駅 961m,その他,,3.02,3,9,-,-,大阪府豊中市緑丘4-1 イオンタウン豊中緑丘 1F
炭火焼干物定食 しんぱち食堂 千里中央店,千里中央駅 526m,食堂、居酒屋、海鮮,いつでも生ビール176円で！大阪初上陸！豊洲市場の厳選素材を干物にして炭火で。,3.08,77,1266,"￥2,000～￥2,999",～￥999,大阪府豊中市新千里東町1-2-20 LABI LIFE SELECT 千里 4F
デリフランス 千里中央店,千里中央駅 129m,パン,,3.03,19,95,-,-,大阪府豊中市新千里東町1-1-3 SENRITOよみうり 2F
倉式珈琲店 豊中桜塚店,曽根駅 566m,喫茶店,,3.1,98,746,-,～￥999,大阪府豊中市南桜塚2-12-1
お好み幸房 和楽,豊中駅 258m,お好み焼き,,3.09,27,370,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市本町3-13-1
大分からあげ わん 豊中緑丘店,豊中市,からあげ,,3.18,8,42,-,"￥1,000～￥1,999",大阪府豊中市向丘3-11-49
焼肉ホルモン かっぱ,庄内駅 230m,焼肉、ホルモン,,3.04,6,199,"￥6,000～￥7,999",-,大阪府豊中市庄内西町2-16-4
BURGER KING イオンタウン豊中庄内店,庄内駅 624m,ハンバーガー,,3.34,46,212,-,～￥999,大阪府豊中市庄内西町5-1-22
めしや食堂 豊中名神口店,豊中市,食堂,,3.03,20,131,-,～￥999,大阪府豊中市名神口1-2-6
大分からあげ わん,庄内駅 291m,からあげ、鳥料理、弁当,,3.01,9,135,～￥999,～￥999,大阪府豊中市庄内東町5-1-19
ひょうたん寿司,服部天神駅 150m,寿司,,3.57,76,3788,"￥10,000～￥14,999",-,大阪府豊中市服部豊町1-2-6
551蓬莱 千里阪急店,千里中央駅 269m,肉まん、餃子、飲茶・点心,,3.05,35,412,～￥999,～￥999,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
京煎堂,千里中央駅 274m,和菓子,,3.01,3,124,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
鳥富,庄内駅 68m,その他,,3.01,1,16,-,-,大阪府豊中市庄内東町1-7-19 豊南市場
鼓月 阪急千里店,千里中央駅 268m,和菓子,,3.01,2,19,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1
パリワール 緑地公園店,緑地公園駅 255m,インド料理、インドカレー,,3.08,37,453,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市寺内1-1-36 ライオンズマンション 第２緑地公園　１Ｆ
十八番まんじゅう,岡町駅 23m,たい焼き・大判焼き、和菓子、お好み焼き,,3.08,15,224,-,～￥999,大阪府豊中市中桜塚1-2-36
三田屋本店 豊中店,緑地公園駅 857m,ステーキ,,3.08,65,1203,"￥6,000～￥7,999","￥3,000～￥3,999",大阪府豊中市西泉丘3-8-12
トルタイシーオ 曽根店,曽根駅 57m,ケーキ,,3,8,132,-,-,大阪府豊中市曽根東町1-8-2
Bleu Bar,少路（大阪モノレール）駅 494m,バー,,3.04,3,67,"￥3,000～￥3,999",-,大阪府豊中市上野坂2-1-7 パルシェ上野坂 1F
パパアンジェロ,曽根駅 168m,イタリアン,,3.15,35,804,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市曽根東町3-3-22 バイキングビル１Ｆ
スンドゥブ専門店 K.A.M,少路（大阪モノレール）駅 500m,韓国料理,,3.47,255,9398,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上野西3-17-18
中国料理　三楽,千里中央駅 272m,中華料理、飲茶・点心,,3.35,48,1082,"￥6,000～￥7,999","￥3,000～￥3,999",大阪府豊中市新千里東町2-1 千里阪急ホテル 内
ビッグボーイ 園田店,園田駅 830m,ファミレス、ハンバーグ、ステーキ,,3.07,52,204,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市利倉西 2-82
割烹cob,石橋阪大前駅 243m,日本料理、おでん、居酒屋,,3.11,18,1526,"￥5,000～￥5,999",-,大阪府豊中市待兼山町21-5
麺屋 一得 横浜家系ラーメン,石橋阪大前駅 269m,ラーメン、つけ麺、台湾まぜそば,,3.14,44,947,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市待兼山町21-8
ゴンチャロフ 千里阪急,千里中央駅 272m,チョコレート,,3.01,5,27,-,-,大阪府豊中市新千里東町1-5-1 千里阪急
上島珈琲店 大阪国際空港店,大阪空港駅 158m,喫茶店,,3.16,115,354,-,"￥1,000～￥1,999",大阪府豊中市螢池西町3-555
ネイロカフェ,服部天神駅 219m,カフェ,,,1,15,-,-,大阪府豊中市服部南町1-4-12
スモークアンドスミビ 102,豊中駅 449m,居酒屋,,3.1,21,1449,"￥2,000～￥2,999",-,大阪府豊中市本町3-8-2
シムランキッチン 豊中市,神崎川駅 804m,ネパール料理、インド料理、インドカレー,,,1,24,"￥1,000～￥1,999",～￥999,大阪府豊中市大島町1-2-6
スタンス ドット,曽根駅 186m,カフェ、弁当,,3.15,17,1257,-,"￥1,000～￥1,999",大阪府豊中市曽根東町1-10-34 曽根グリーンビル 1F
凡夫 ウエノサカ,少路（大阪モノレール）駅 493m,居酒屋,,3.14,7,324,"￥6,000～￥7,999",-,大阪府豊中市上野坂2-1-7 パルシェ上野坂 104
ローフ ベーカリー,石橋阪大前駅 449m,パン、ケーキ,,3.17,37,1916,-,-,大阪府豊中市清風荘2-4-23
54closet,少路（大阪モノレール）駅 752m,ケーキ,,3.06,4,117,-,～￥999,大阪府豊中市上野西3-13-62
一柳斎 玄庵,桃山台駅 500m,そば、居酒屋、創作料理,,3.14,19,875,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市上新田3-3-38-106 第二千里グランドハイツ 1F
パサティエンポ,石橋阪大前駅 709m,ワインバー,,3.01,2,156,-,-,大阪府豊中市清風荘1-12-7
あ。,豊中駅 58m,立ち飲み,,3.04,2,101,"￥2,000～￥2,999","￥2,000～￥2,999",大阪府豊中市本町1-10-9 小林ビル 1F
亀田珈琲焙煎所,豊中市,カフェ,,3.02,2,39,-,-,大阪府豊中市利倉2-10-6
さち,岡町駅 883m,居酒屋,,,3,,-,-,大阪府豊中市中桜塚5-14-36
浪花古市庵 千里阪急店,千里中央駅 271m,寿司,,3.01,3,31,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B2F
haneul,岡町駅 904m,焼き芋・大学芋,,,1,12,-,-,大阪府豊中市南桜塚4-1-34
中川政七商店 分店 旅,大阪空港駅 184m,その他,,,4,27,-,-,大阪府豊中市蛍池西町3-555 大阪国際空港 北ターミナル 2F
山系無双 烈火 名神口店,豊中市,ラーメン、つけ麺、油そば・まぜそば,,3.07,12,128,-,-,大阪府豊中市名神口1-2-6
富山食堂,岡町駅 614m,食堂,,3.02,2,40,-,-,大阪府豊中市岡町南3-5-29
パンダッコ,岡町駅 958m,パン,,3.11,12,698,～￥999,～￥999,大阪府豊中市北桜塚3-8-17
立呑み処 紫,曽根駅 57m,立ち飲み,,3.01,1,59,-,-,大阪府豊中市曽根西町3-1-1
